recall_id,prod_start,prod_end,recall_date,recall_count,recall_reason,car_id,defect_id
12474,2023-07-19,2024-11-11,2024-12-18,4250,전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않아 안전 기준을 만족하지 못하는 결함,4335,10
12475,2023-07-19,2024-11-11,2024-12-18,21713,전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않아 안전 기준을 만족하지 못하는 결함,4335,10
12476,2023-04-10,2024-05-06,2024-12-20,245,가. 생산 공장에서 작업자가 표준 절차를 따르지 않고 작업 편의를 위해 순서를 바꿔 넥튜브를 결합함. 나. 연료탱크 측의 필러 파이프와 연료주입구 측의 넥튜브를 연결하는 과정에서 넥튜브의 올바른 결합 위치를 잡아주는 풀탭의 제거 순서가 올바르지 않아 필러 파이프와 넥튜브의 연결이 정확하게 결합되지 않을 수 있다. 이로 인해 연료 주입 시 연료 누출이 발생할 가능성이 있다. 다. 해당 결함은 FMVSS 301조 S5.5.6항 “롤오버(전복)시 연료 누출 기준”에 부적합하여 제작결함 시정 조치 계획을 아래와 같이 보고함.,1857,5
12477,2024-07-10,2024-07-10,2024-12-20,1,"공급업체의 생산 공정 오류로 인하여 파이로 퓨즈(Pyro-Fuse)1의 하우징이 제대로 고정되지 않을 수 있어, 주행 중 파이로 퓨즈가 이탈하여 다른 전기 배선이 손상될 가능성이 있습니다. 1 파이로 퓨즈(Pyro-Fuse): 퓨즈 내부에 화약을 내장하여 충돌 사고 시 내장된 화약이 자동으로 폭발하여 퓨즈를 단선시키는 장치입니다. 주행 중 충돌 시 충격을 감지하면 퓨즈가 즉시 단선되어 12V 전원이 차단됩니다. 또한 고전압 배터리 전원 시스템은 파이로 퓨즈 작동 신호를 감지하여 고전압 관련 스위치를 개방함으로써, 감전이나 배터리 폭발 및 사고 직후 차량의 2차 화재를 예방하는 장치입니다.",814,6
12478,2022-11-08,2022-11-08,2024-12-20,1,생산 공정 오류로 인하여 후륜 차동기어 고정 볼트가 제대로 조임 되지 않았을 수 있습니다. 이러한 경우 시간이 지남에 따라 볼트 조임이 느슨해지면서 최종적으로 후륜 차동기어에서 구동축이 분리될 수 있습니다.,1790,4
12479,2024-06-13,2024-06-13,2024-12-20,1,"적응형 전조등의 변환빔은 자동차가 전진하는 경우와 오른쪽으로 조향하는 경우에만 자동으로 작동해야 하나, 소프트웨어 문제로 후진시 적응형 전조등이 자동으로 작동할 수 있음",36,2
12480,2024-06-13,2024-06-14,2024-12-20,2,"적응형 전조등의 변환빔은 자동차가 전진하는 경우와 오른쪽으로 조향하는 경우에만 자동으로 작동해야 하나, 소프트웨어 문제로 후진시 적응형 전조등이 자동으로 작동할 수 있음",3402,2
12481,2024-06-13,2024-06-13,2024-12-20,1,"적응형 전조등의 변환빔은 자동차가 전진하는 경우와 오른쪽으로 조향하는 경우에만 자동으로 작동해야 하나, 소프트웨어 문제로 후진시 적응형 전조등이 자동으로 작동할 수 있음",4336,2
12482,2023-02-14,2023-12-06,2024-12-20,111,중앙 영상 및 주차 보조 모듈 소프트웨어 오류로 인하여 후방 카메라의 영상 신호가 중앙 모니터 화면으로 전송되지 않을 가능성이 있음,4337,10
12483,2023-02-07,2023-12-13,2024-12-20,151,중앙 영상 및 주차 보조 모듈 소프트웨어 오류로 인하여 후방 카메라의 영상 신호가 중앙 모니터 화면으로 전송되지 않을 가능성이 있음,4338,10
12484,2023-05-29,2023-11-21,2024-12-20,20,중앙 영상 및 주차 보조 모듈 소프트웨어 오류로 인하여 후방 카메라의 영상 신호가 중앙 모니터 화면으로 전송되지 않을 가능성이 있음,4339,10
12485,2019-05-15,2022-10-12,2024-12-20,281,"일렉시티(CY) 수소전기버스, 유니버스(PY) 수소전기버스, 엑시언트(QZ) 수소전기트럭 일부 차량에서 온도 감응식 압력해제 밸브의 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 가능성이 있는 결함",4340,6
12486,2022-01-24,2022-10-15,2024-12-20,8,"일렉시티(CY) 수소전기버스, 유니버스(PY) 수소전기버스, 엑시언트(QZ) 수소전기트럭 일부 차량에서 온도 감응식 압력해제 밸브의 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 가능성이 있는 결함",4341,6
12487,2021-12-06,2021-12-08,2024-12-20,5,"일렉시티(CY) 수소전기버스, 유니버스(PY) 수소전기버스, 엑시언트(QZ) 수소전기트럭 일부 차량에서 온도 감응식 압력해제 밸브의 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 가능성이 있는 결함",4342,6
12488,2017-10-13,2024-06-05,2024-12-20,35828,넥쏘(FE) 일부 차량에서 온도 감응식 압력해제 밸브의 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 가능성이 있는 결함,4008,13
12489,2024-08-12,2024-08-31,2024-12-20,10,"일부 2024년식 Bronco 2.3L 차량은 전륜 완충 장치의 어퍼-암* 볼-조인트* 너트가 제대로 조립되어 있지 않을 가능성이 있습니다. 이런 경우 주행 중 소음이 발생될 수 있으며, 너트가 이탈되는 경우에는 어퍼-암이 분리되어 차량 조향에 영향을 미쳐 사고가 발생할 수 있습니다. 그리하여 제작결함을 시정하고자 합니다. *어퍼-암(Upper arm): 완충 장치 상부에 안쪽과 바깥쪽을 이어주는 암(arm)으로서 안쪽은 프레임에 부싱으로 연결되고, 바깥쪽은 볼-조인트 등으로 너클과 조립됩니다. 노면 상태 및 조향에 따라 발생하는 바퀴에 높이 변화에 따라 움직입니다. *볼-조인트(Ball joint): 완충 장치에서 높이 및 각도에 따른 다방향 움직임이 많이 발생되는 부위에 사용하는 부품으로 관절과 같은 역활을 수행한다.",4343,2
12490,2020-03-17,2022-08-31,2024-12-23,5204,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",2541,5
12491,2021-05-03,2022-10-27,2024-12-23,4170,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",2882,5
12492,2020-10-15,2022-09-02,2024-12-23,3142,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",466,5
12493,2021-06-22,2022-09-12,2024-12-23,678,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",3596,5
12494,2022-12-08,2023-08-07,2025-01-20,13323,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",3966,5
12495,2021-03-24,2022-09-22,2025-01-20,1700,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",2197,5
12496,2023-02-20,2023-08-22,2025-01-20,502,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",2918,5
12497,2022-09-28,2024-02-20,2025-01-20,35,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",4058,5
12498,2022-06-08,2024-04-12,2025-01-20,671,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",4288,5
12499,2020-07-24,2022-10-21,2024-12-23,208,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",3595,5
12500,2020-08-12,2023-05-11,2024-12-23,304,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",3544,5
12501,2020-11-18,2022-08-29,2025-01-20,779,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",2967,5
12502,2020-09-15,2024-03-06,2025-01-20,341,"연료 펌프 컨트롤 모듈이 과도한 습기에 노출될 경우 일부 IC칩(집적회로)이 손상되는 가능성있고, 이로 인해 연료 펌프 컨트롤 모듈이 미작동 하거나 간헐적으로 작동할 가능성이 있음.",4344,5
12503,2024-03-06,2024-10-18,2024-12-24,2517,"아이오닉5(NE1 PE) 일부 차량에서 주간상시점등장치(DRL) 제어기의 로직이 오설정되어 벌브사양 방향지시등 작동 시 주간상시점등장치(DRL)가 소등되는 법규 불만족 결함이 확인 ※ 주간상시점등장치(DRL) : 운전자의 주간 가시성을 향상시킬 목적으로 주행시 상시 헤드램프를 점등토록 하는 장치, 주간에도 전조등이 켜지는 장치 ※ 자동차 규칙 제 38조의 4 주간주행등, 별표6의8 주간주행등의 설치 및 광도기준, 바. 작동조건 : 시동장치의 열쇠가 원동기 작동위치에서 자동으로 점등될 것.",4345,10
12504,2023-05-08,2024-09-04,2024-12-26,1425,일부 차량에서 스티어링 기어박스와 브라켓을 연결하는 볼트 체결 작업불량으로 체결력이 저하되어 스티어링 기어박스가 유격 또는 이탈될 시 조향불가로 차량 조종 및 제어가 되지 않을 가능성이 있는 결함,3580,2
12505,2023-11-15,2023-11-15,2024-12-27,1,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,168,11
12506,2023-09-15,2024-01-25,2024-12-27,73,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4122,11
12507,2023-09-13,2024-01-10,2024-12-27,57,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4123,11
12508,2023-09-22,2023-12-16,2024-12-27,33,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4126,11
12509,2023-09-13,2023-11-28,2024-12-27,13,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4127,11
12510,2023-09-18,2023-12-14,2024-12-27,13,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4130,11
12511,2023-09-14,2023-12-02,2024-12-27,29,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,1337,11
12512,2024-05-22,2024-07-03,2024-12-27,33,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4131,11
12513,2024-05-22,2024-07-03,2024-12-27,12,휠 중앙 잠금장치가 제조상 문제로 내구성이 부족하여 파손될 가능성이 확인되었습니다.,4155,11
12514,2023-08-14,2024-02-26,2024-12-27,10,엔진오일쿨러 호스 제조불량으로 인해 호스 내벽에 손상이 발생되어 해당 부분이 정상적인 오일 압력(7.85Bar) 범위에서도 파열될 수 있음.,4112,3
12515,2023-09-25,2024-01-29,2024-12-27,6,엔진오일쿨러 호스 제조불량으로 인해 호스 내벽에 손상이 발생되어 해당 부분이 정상적인 오일 압력(7.85Bar) 범위에서도 파열될 수 있음.,4346,3
12516,2023-04-11,2023-04-11,2025-01-02,1,"""고전압 배터리 하우징의 밀봉(Sealing)이 불충분하게 되었을 가능성을 확인하였습니다.""",3771,13
12517,2023-03-22,2023-06-17,2025-01-02,4,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4032,1
12518,2023-04-11,2023-11-30,2025-01-02,10,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2064,1
12519,2023-03-01,2023-06-26,2025-01-02,10,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4023,1
12520,2024-04-17,2024-04-17,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4347,1
12521,2023-07-12,2023-07-12,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4348,1
12522,2024-05-29,2024-05-29,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4349,1
12523,2023-05-12,2023-05-12,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4252,1
12524,2023-02-21,2023-04-24,2025-01-02,20,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3857,1
12525,2022-09-21,2023-03-15,2025-01-02,15,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3105,1
12526,2022-11-11,2023-05-16,2025-01-02,7,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2069,1
12527,2022-08-03,2024-04-12,2025-01-02,24,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2981,1
12528,2022-07-27,2023-07-17,2025-01-02,11,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3018,1
12529,2023-04-15,2024-04-18,2025-01-02,9,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2955,1
12530,2023-12-18,2023-12-18,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2130,1
12531,2023-08-31,2023-10-18,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2186,1
12532,2023-05-05,2023-05-05,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3018,1
12533,2024-02-01,2024-02-01,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2130,1
12534,2023-10-30,2023-10-30,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3105,1
12535,2022-08-04,2023-04-19,2025-01-02,3,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2981,1
12536,2024-01-08,2024-01-08,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2955,1
12537,2023-08-04,2023-09-21,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3945,1
12538,2022-08-31,2023-05-27,2025-01-02,9,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4025,1
12539,2023-04-12,2023-06-07,2025-01-02,5,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4033,1
12540,2023-05-05,2023-05-31,2025-01-02,5,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4024,1
12541,2023-04-27,2023-10-12,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4028,1
12542,2023-08-22,2023-08-22,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3949,1
12543,2023-05-13,2023-05-16,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4021,1
12544,2023-05-02,2023-07-25,2025-01-02,3,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4022,1
12545,2023-09-26,2023-09-26,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3948,1
12546,2024-01-25,2024-01-25,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",4350,1
12547,2022-12-08,2023-02-14,2025-01-02,3,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3601,1
12548,2023-07-17,2023-07-17,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3017,1
12549,2023-09-15,2023-09-15,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2176,1
12550,2022-12-07,2023-07-26,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",2351,1
12551,2024-04-15,2024-04-15,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",3950,1
12552,2020-09-22,2022-09-13,2025-01-06,467,고전압배터리를 구성하는 셀(cell) 제조불량으로 인해 셀 내 분리박이 손상,3726,13
12553,2022-10-06,2023-07-24,2025-01-06,410,고전압배터리를 구성하는 셀(cell) 제조불량으로 인해 셀 내 분리박이 손상,4037,13
12554,2018-04-27,2021-07-15,2025-01-06,1286,드라이브 기어를 크랭크샤프트에 고정하는 볼트의 내구성이 부족하여 급가속시 해당 볼트의 나사부에 과도한 응력이 집중되어 균열이 생길 수 있습니다. ※ 프라이머리 드라이브 기어 : 엔진의 동력을 트랜스미션(변속기)로 전달하는 시스템.,4138,3
12555,2022-09-09,2024-07-19,2025-01-10,121,"제조사의 생산공정 중 조립자의 적절하지 않는 조립에 의해 연료펌프에서 나오는 연료호스의 금속 파이프 부분에 변형이 생겨, 차량 운행 중 차체의 진동 등에 의해 연료호스와 퍼지 호스(증발가스 회수 호스)간 간섭이 지속되는 경우 연료호스가 마모될 가능성이 있습니다.",4351,5
12556,2023-11-06,2024-06-25,2025-01-10,316,차량 제어 ECU 소프트웨어에 포함된 회생 제동에 의한 제동등 소등 기준값이 감속도 0.4m/s2 로 잘못 설정되어「자동차 및 자동차 부품의 성능과 기준에 관한 규칙」제15조제10항 관련 별표5의2(전기회생제동장치의 제동등 작동기준) ‘0.7m/s2 미만으로 감속되기 전에 소등될 것’을 만족하지 못할 가능성이 있음.,4160,1
12557,2023-02-02,2023-09-04,2025-01-10,143,차량 제어 ECU 소프트웨어에 포함된 회생 제동에 의한 제동등 소등 기준값이 감속도 0.4m/s2 로 잘못 설정되어「자동차 및 자동차 부품의 성능과 기준에 관한 규칙」제15조제10항 관련 별표5의2(전기회생제동장치의 제동등 작동기준) ‘0.7m/s2 미만으로 감속되기 전에 소등될 것’을 만족하지 못할 가능성이 있음.,4178,1
12558,2019-05-31,2025-01-07,2025-01-10,70018,티볼리/코란도(G15) 일부 차량이 냉각팬 레지스터(저항 코일에 지속/반복적인 열적 부하 발생으로 인해 코일이 과열된 상태에서 원인불상으로 인한 주정차 시 화재 발생 가능성,4352,3
12559,2019-07-23,2025-01-07,2025-01-10,37914,티볼리/코란도(G15) 일부 차량이 냉각팬 레지스터(저항 코일에 지속/반복적인 열적 부하 발생으로 인해 코일이 과열된 상태에서 원인불상으로 인한 주정차 시 화재 발생 가능성,4353,3
12560,2020-03-04,2021-12-03,2025-01-11,1,최고출력의 기준을 만족하지 못함,3992,13
12561,2024-04-16,2024-08-20,2025-01-14,122,"소프트웨어 오류로 인해 TPMS 에 이상이 감지될 경우, 차량이 주행 사이클 사이에서 꺼지거나 대기 상태가 되면 TPMS 이상 경고등이 지속적으로 표시되지 않아 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제88조의3(타이어공기압경고장치)을 준수하지 않습니다. ※ 제88조의3(타이어공기압경고장치) 제12조의2에 따라 설치된 타이어공기압경고장치의 성능ㆍ경고표시 및 표기기준 등은 국토교통부장관이 정하여 고시하는 세부기준에 적합하여야 한다. 2) 자동차에 설치된 타이어공기압경고장치의 경고등은 기능고장을 표시하는 경고등과 겸용으로 할 수 있으며, 이 경우에는 아래 “가)” 및 “나)”에 적합할 것 가) 원동기 구동 전 시동장치가 작동위치에 있을 때 기능고장을 표시하기 위해 점멸되어야 하며, 짧은 시간경과 후 기능고장이 있고 시동장치가 작동위치에 있을 때에는 지속적으로 점등될 것 나) 기능고장이 수리될 때까지 시동장치가 작동위치에 있을 때마다 위 “가)”에 따른 점멸 및 점등의 순서로 작동이 반복될 것",3202,4
12562,2024-10-19,2024-11-09,2025-01-14,2303,"소프트웨어 오류로 인해 TPMS 에 이상이 감지될 경우, 차량이 주행 사이클 사이에서 꺼지거나 대기 상태가 되면 TPMS 이상 경고등이 지속적으로 표시되지 않아 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제88조의3(타이어공기압경고장치)을 준수하지 않습니다. ※ 제88조의3(타이어공기압경고장치) 제12조의2에 따라 설치된 타이어공기압경고장치의 성능ㆍ경고표시 및 표기기준 등은 국토교통부장관이 정하여 고시하는 세부기준에 적합하여야 한다. 2) 자동차에 설치된 타이어공기압경고장치의 경고등은 기능고장을 표시하는 경고등과 겸용으로 할 수 있으며, 이 경우에는 아래 “가)” 및 “나)”에 적합할 것 가) 원동기 구동 전 시동장치가 작동위치에 있을 때 기능고장을 표시하기 위해 점멸되어야 하며, 짧은 시간경과 후 기능고장이 있고 시동장치가 작동위치에 있을 때에는 지속적으로 점등될 것 나) 기능고장이 수리될 때까지 시동장치가 작동위치에 있을 때마다 위 “가)”에 따른 점멸 및 점등의 순서로 작동이 반복될 것",3345,4
12563,2024-11-26,2024-11-27,2025-01-14,13,"해당 차량의 운전석 에어백이 공급업체 조립 과정에서 손상되었을 가능성이 있습니다. 조립과정에서 에어백 패브릭에 깊은 주름이 있거나 열 분산 장치의 위치가 부적절한 경우, 에어백 전개 시 찢어짐을 유발할 가능성이 있습니다.",3463,7
12564,2024-11-25,2024-11-26,2025-01-14,7,"해당 차량의 운전석 에어백이 공급업체 조립 과정에서 손상되었을 가능성이 있습니다. 조립과정에서 에어백 패브릭에 깊은 주름이 있거나 열 분산 장치의 위치가 부적절한 경우, 에어백 전개 시 찢어짐을 유발할 가능성이 있습니다.",3172,7
12565,2024-09-18,2024-11-29,2025-01-15,287,BMS 소프트웨어 개발공정 오류로 인하여 CAN통신이 정상적으로 이루어지지 않을 수 있음.,4354,6
12566,2024-09-18,2024-11-29,2025-01-15,215,모터컨트롤러 부품중 일부 불량부품이 혼입 조립,4354,13
12567,2024-08-13,2024-08-14,2025-01-16,5,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.,1512,13
12568,2024-08-12,2024-09-10,2025-01-16,24,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.,1433,13
12569,2024-08-28,2024-08-28,2025-01-16,1,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.,4355,13
12570,2023-04-26,2023-11-16,2025-01-16,6,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다.",2469,6
12571,2023-04-26,2023-05-02,2025-01-16,3,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다.",1512,6
12572,2023-10-27,2023-10-27,2025-01-16,1,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다.",4300,6
12573,2020-07-09,2021-11-16,2025-01-16,3478,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤1이 정상적으로 작동되지 않을 수 있습니다. 1람다 컨트롤(lambda control): 배기 가스 내 산소 농도를 모니터링하고 조절하는 시스템입니다. 람다 컨트롤 시스템은 산소 센서를 이용하여 배기 가스의 산소 양을 측정하고, 이를 바탕으로 연료와 공기의 비율을 조절합니다. 이렇게 함으로써 엔진의 연소 효율을 최적화하고, 연비를 개선하며, 배출가스를 줄이는 역할을 합니다.",3259,3
12574,2020-07-24,2021-08-16,2025-01-16,590,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤1이 정상적으로 작동되지 않을 수 있습니다. 1람다 컨트롤(lambda control): 배기 가스 내 산소 농도를 모니터링하고 조절하는 시스템입니다. 람다 컨트롤 시스템은 산소 센서를 이용하여 배기 가스의 산소 양을 측정하고, 이를 바탕으로 연료와 공기의 비율을 조절합니다. 이렇게 함으로써 엔진의 연소 효율을 최적화하고, 연비를 개선하며, 배출가스를 줄이는 역할을 합니다.",3271,3
